model,dtype,n_steps,kl_mean,js_mean,flip_rate,prompt_len
mistral,fp32,32,2.4294116206594052e-08,1.2079409236753769e-08,0.0,76
mistral,fp16,32,3.7850871665856545e-06,9.355232720928419e-07,0.0,53
mistral,fp32,32,1.2777112198131269e-08,5.59841232877431e-09,0.0,53
mistral,fp16,32,2.4593355809621187e-06,6.14490397121692e-07,0.0,88
mistral,fp32,32,1.2582585692116899e-08,4.924448401789558e-09,0.0,88
mistral,fp16,32,4.488018689574602e-06,1.1143203171859462e-06,0.0,46
mistral,fp32,32,2.7894077856555066e-08,6.7785664581432314e-09,0.0,46
mistral,fp16,32,2.5668238923248765e-06,6.344825064230619e-07,0.0,62
mistral,fp32,32,1.92698072359887e-08,6.451889323147442e-09,0.0,62
mistral,fp16,32,5.270234397336537e-06,1.3097818594709487e-06,0.0,35
mistral,fp32,32,3.758373136276624e-08,6.478648844178772e-09,0.0,35
mistral,fp16,32,7.401219726671515e-06,1.842950676733679e-06,0.0,45
mistral,fp32,32,1.5091930310280263e-08,1.2319240249984188e-08,0.0,45
mistral,fp16,32,2.368196121649291e-06,5.827177583656029e-07,0.0,42
mistral,fp32,32,3.8948626240875583e-08,4.82060645394522e-09,0.0,42
mistral,fp16,32,2.7659966379545153e-06,6.881141732528739e-07,0.0,136
mistral,fp32,32,2.7256900347882862e-08,6.908314620444195e-09,0.0,136
mistral,fp16,32,5.288383351675918e-06,1.3313417148719253e-06,0.0,127
mistral,fp32,32,2.0016619544597353e-08,9.91769739586406e-09,0.0,127
mistral,fp16,32,3.3767466494083465e-06,8.413707470178444e-07,0.0,52
mistral,fp32,32,3.260182834807779e-08,1.2950715194692819e-08,0.0,52
mistral,fp16,32,4.136958735245777e-06,1.035674947608145e-06,0.0,43
mistral,fp32,32,2.721955941198395e-08,5.375704422404259e-09,0.0,43
mistral,fp16,32,3.0882595114106737e-06,7.739351898863878e-07,0.0,40
mistral,fp32,32,1.9248329744328552e-08,6.732524591860148e-09,0.0,40
mistral,fp16,32,3.9837454482438694e-06,9.8676130599884e-07,0.0,134
mistral,fp32,32,1.7294415961821574e-08,9.707391051584635e-09,0.0,134
mistral,fp16,32,4.132971766379612e-06,1.0390647954827692e-06,0.0,70
mistral,fp32,32,1.8887388509095104e-08,7.146319410582594e-09,0.0,70
mistral,fp16,32,4.240901494922955e-06,1.0631261680073972e-06,0.0,41
mistral,fp32,32,2.4048027401878114e-08,1.0374323657080797e-08,0.0,41
mistral,fp16,32,2.9197454198826023e-06,7.288738656796578e-07,0.0,87
mistral,fp32,32,2.5272133295783927e-08,6.184908394463173e-09,0.0,87
mistral,fp16,32,5.155101415077468e-06,1.2819263101454537e-06,0.0,86
mistral,fp32,32,2.2050006598384186e-08,1.5825482549414183e-08,0.0,86
mistral,fp16,32,3.0682238963408714e-06,7.78381932253075e-07,0.0,82
mistral,fp32,32,3.071252438328377e-08,1.144114228135212e-08,0.0,82
mistral,fp16,32,2.9404673567157147e-06,7.369938305433477e-07,0.0,60
mistral,fp32,32,1.917558700291911e-08,9.732058308536962e-09,0.0,60
mistral,fp16,32,3.7833906749717983e-06,9.472354658979221e-07,0.0,60
mistral,fp32,32,2.4248704710849722e-08,5.957644021344077e-09,0.0,60
mistral,fp16,32,4.2494108359880656e-06,1.0640965193986496e-06,0.0,74
mistral,fp32,32,1.7078038740125923e-08,6.8558904664506315e-09,0.0,74
mistral,fp16,32,4.176007764977729e-06,1.0473199479887896e-06,0.0,67
mistral,fp32,32,1.0462694860556392e-08,7.213430461470668e-09,0.0,67
mistral,fp16,32,5.416307095496009e-06,1.343779461662753e-06,0.0,39
mistral,fp32,32,2.6956525052065916e-08,5.811697293930159e-09,0.0,39
mistral,fp16,32,2.4812794053030718e-06,6.259695011015531e-07,0.0,123
mistral,fp32,32,1.880340171935002e-08,2.8630783004829352e-09,0.0,123
mistral,fp16,32,1.5595557278924588e-06,3.882182012804325e-07,0.0,58
mistral,fp32,32,2.7600120562285002e-08,7.752839269875578e-09,0.0,58
mistral,fp16,32,3.6545619531910822e-06,9.168488452728288e-07,0.0,48
mistral,fp32,32,3.280116334032684e-08,5.277820832485353e-09,0.0,48
mistral,fp16,32,2.665148418290464e-06,6.733449712734152e-07,0.0,106
mistral,fp32,32,1.7910975978730447e-08,5.297574516647391e-09,0.0,106
mistral,fp16,32,4.057886493769036e-06,1.008639954017121e-06,0.0,130
mistral,fp32,32,3.6137168472893944e-08,1.4828498047514405e-09,0.0,130
mistral,fp16,32,4.83494491865244e-06,1.194031704800395e-06,0.0,97
mistral,fp32,32,2.2401877923321732e-08,8.835498302179473e-09,0.0,97
mistral,fp16,32,5.354154913206344e-06,1.3452875677333331e-06,0.0,60
mistral,fp32,32,4.094647321206679e-08,1.0544493992152223e-08,0.0,60
mistral,fp16,32,2.249446843016756e-06,5.546460569716416e-07,0.0,37
mistral,fp32,32,3.368663041916631e-08,2.3662601045248977e-09,0.0,37
mistral,fp16,32,9.463012633444123e-06,2.363374075867522e-06,0.0,75
mistral,fp32,32,2.3101643146513796e-08,9.966244032220137e-09,0.0,75
mistral,fp16,32,1.7042075244333432e-06,4.1940037850962675e-07,0.0,51
mistral,fp32,32,3.573069578405308e-08,3.2104738659222143e-09,0.0,51
mistral,fp16,32,2.0322039750997334e-06,5.033719653463331e-07,0.0,49
mistral,fp32,32,3.134226246072347e-08,4.592956800476833e-09,0.0,49
mistral,fp16,32,3.7769151997879558e-06,9.468209327574695e-07,0.0,62
mistral,fp32,32,2.565603210435974e-08,1.3960436177950022e-08,0.0,62
mistral,fp16,32,4.183654006228998e-06,1.0463644752045642e-06,0.0,43
mistral,fp32,32,2.1167326426374533e-08,5.9582790506995664e-09,0.0,43
mistral,fp16,32,2.7850173664467626e-06,6.96398905652984e-07,0.0,49
mistral,fp32,32,2.5288975679174652e-08,7.897108863542945e-09,0.0,49
mistral,fp16,32,4.183763810727825e-06,1.0417765540721505e-06,0.0,74
mistral,fp32,32,2.0499122958990423e-08,9.139578377968804e-09,0.0,74
mistral,fp16,32,7.629058917879572e-06,1.9000572820532247e-06,0.0,47
mistral,fp32,32,2.5738328623920803e-08,6.43655217839878e-09,0.0,47
mistral,fp16,32,3.3024516921109637e-06,8.212269409779704e-07,0.0,58
mistral,fp32,32,2.456114288340583e-08,7.4097207744538984e-09,0.0,58
mistral,fp16,32,2.3341572648050146e-06,5.852374003190164e-07,0.0,50
mistral,fp32,32,2.07939573892979e-08,2.640746100956992e-09,0.0,50
mistral,fp16,32,4.501346720475752e-06,1.1301470168728622e-06,0.0,98
mistral,fp32,32,3.136057055773238e-08,1.0095936055914967e-08,0.0,98
mistral,fp16,32,4.219530731042198e-06,1.047736464754312e-06,0.0,48
mistral,fp32,32,3.5922591943172294e-08,9.584841367316944e-09,0.0,48
mistral,fp16,32,5.634396034778777e-06,1.40590684701708e-06,0.0,89
mistral,fp32,32,3.4855997044398734e-08,6.377178240496862e-09,0.0,89
mistral,fp16,32,7.783500078073491e-06,1.949181664477953e-06,0.0,49
mistral,fp32,32,2.1926436048758102e-08,8.940467873951204e-09,0.0,49
mistral,fp16,32,3.1761826988353607e-06,7.91729827688179e-07,0.0,51
mistral,fp32,32,2.128996040053066e-08,7.1463439057454364e-09,0.0,51
mistral,fp16,32,4.394836527379931e-06,1.1032750768420752e-06,0.0,42
mistral,fp32,32,1.5949413186000516e-08,4.133254931024122e-09,0.0,42
mistral,fp16,32,2.9844727097889934e-06,7.39568242580195e-07,0.0,75
mistral,fp32,32,2.028011067393043e-08,1.1087519315318949e-08,0.0,75
mistral,fp16,32,1.6897123092940447e-06,4.1685670634783456e-07,0.0,53
mistral,fp32,32,2.1654119487096724e-08,5.497818035028745e-09,0.0,53
mistral,fp16,32,4.4540375019330725e-06,1.1160158322615077e-06,0.0,107
mistral,fp32,32,2.1228390607863634e-08,1.653563674007541e-09,0.0,107
mistral,fp16,32,1.068786007318856e-05,2.678330065349066e-06,0.0,104
mistral,fp32,32,3.455414323855904e-08,4.465702371287588e-09,0.0,104
mistral,fp16,32,4.802969709949423e-06,1.194525175857164e-06,0.0,66
mistral,fp32,32,3.003764154768662e-08,5.50238023590624e-09,0.0,66
mistral,fp16,32,0.10272990810357752,0.018016341033673833,0.0625,41
mistral,fp32,32,2.924382949687221e-08,9.749585999641042e-09,0.0,41
mistral,fp16,32,3.6359943198505107e-06,9.101127518770791e-07,0.0,64
mistral,fp32,32,3.5040996131628643e-08,7.45727989429068e-09,0.0,64
mistral,fp16,32,3.975632909325455e-06,9.891386733018592e-07,0.0,37
mistral,fp32,32,2.28039190239282e-08,1.101873608772442e-08,0.0,37
mistral,fp16,32,4.4973631063705e-06,1.123812043035688e-06,0.0,52
mistral,fp32,32,2.606845048581507e-08,1.4113073311568247e-08,0.0,52
mistral,fp16,32,3.267386536665029e-06,8.187596335362812e-07,0.0,84
mistral,fp32,32,2.059393044984148e-08,1.1000166916241838e-08,0.0,84
mistral,fp16,32,5.392258532577188e-06,1.3514817721986538e-06,0.0,60
mistral,fp32,32,2.9096463307308473e-08,8.998506798854264e-09,0.0,60
mistral,fp16,32,5.069710750205125e-06,1.2640098534799638e-06,0.0,55
mistral,fp32,32,3.046639501791404e-08,1.1142003007867023e-08,0.0,55
mistral,fp16,32,6.608964650212101e-06,1.6501011462430326e-06,0.0,58
mistral,fp32,32,2.8976217502675594e-08,5.968617439264939e-09,0.0,58
mistral,fp16,32,4.527409158239237e-06,1.1307113734725094e-06,0.0,49
mistral,fp32,32,3.4557788628863766e-08,3.511600747165e-09,0.0,49
mistral,fp16,32,4.767128280347421e-06,1.1876491075590856e-06,0.0,56
mistral,fp32,32,2.5868306122167617e-08,1.260997483862325e-08,0.0,56
mistral,fp16,32,4.180318984969844e-06,1.0424128188690762e-06,0.0,56
mistral,fp32,32,2.9020191034956344e-08,1.1449896726925535e-08,0.0,56
mistral,fp16,32,5.753611084902133e-06,1.4287648792965513e-06,0.0,54
mistral,fp32,32,2.4667261743849603e-08,8.980266567697182e-09,0.0,54
mistral,fp16,32,3.588579299440564e-06,8.903905458074179e-07,0.0,49
mistral,fp32,32,3.8638104445315805e-08,7.573612521849515e-09,0.0,49
mistral,fp16,32,1.890822562411465e-06,4.7520088772290414e-07,0.0,173
mistral,fp32,32,2.7027085965081188e-08,3.6187157727816943e-09,0.0,173
mistral,fp16,32,3.7397047911724712e-06,9.328982799039487e-07,0.0,104
mistral,fp32,32,3.8914301149278394e-08,9.988021667118457e-09,0.0,104
mistral,fp16,32,3.1256080719188617e-06,7.722088132267046e-07,0.0,54
mistral,fp32,32,2.163950751227217e-08,1.2214623402491279e-08,0.0,54
mistral,fp16,32,4.303954336926097e-06,1.0740816063677106e-06,0.0,79
mistral,fp32,32,3.508797841514366e-08,6.998892571047485e-09,0.0,79
mistral,fp16,32,3.6297554355524397e-06,8.931092874281399e-07,0.0,73
mistral,fp32,32,3.0721996807647756e-08,8.050042560932974e-09,0.0,73
mistral,fp16,32,3.864162660766057e-06,9.5948057128592e-07,0.0,41
mistral,fp32,32,2.5809944168009302e-08,1.3451568667022804e-08,0.0,41
mistral,fp16,32,2.45617490085559e-06,6.149036297295463e-07,0.0,43
mistral,fp32,32,1.3400729635517966e-08,1.418379211797589e-08,0.0,43
mistral,fp16,32,3.1952618729791382e-06,7.987286169530011e-07,0.0,72
mistral,fp32,32,1.586871441194848e-08,6.441352413261159e-09,0.0,72
mistral,fp16,32,3.110899258973454e-06,7.744898575107184e-07,0.0,157
mistral,fp32,32,7.091597387987904e-09,4.352097195646498e-09,0.0,157
mistral,fp16,32,4.622154786915189e-06,1.1555577942162776e-06,0.0,104
mistral,fp32,32,2.3328035256980906e-08,1.1616105196005436e-08,0.0,104
mistral,fp16,32,3.85866108498778e-06,9.593227476012434e-07,0.0,67
mistral,fp32,32,2.238042207461377e-08,6.48170846975684e-09,0.0,67
mistral,fp16,32,7.5271334721849215e-06,1.8833736879463048e-06,0.0,65
mistral,fp32,32,3.08393866290356e-08,4.092011784972982e-09,0.0,65
mistral,fp16,32,6.684413977775527e-06,1.6675090302696594e-06,0.0,65
mistral,fp32,32,2.7727397926280428e-08,6.9636557087100065e-09,0.0,65
mistral,fp16,32,2.647407119221734e-06,6.592068075503277e-07,0.0,51
mistral,fp32,32,1.6448734652119157e-08,7.2261801473127996e-09,0.0,51
mistral,fp16,32,5.117218737638041e-06,1.2778456813661299e-06,0.0,57
mistral,fp32,32,3.13868069700806e-08,7.76860870120924e-09,0.0,57
mistral,fp16,32,6.2654572222375915e-06,1.5642483874138413e-06,0.0,60
mistral,fp32,32,4.066691499000907e-08,1.34906816828817e-08,0.0,60
mistral,fp16,32,4.998045058171585e-06,1.2562777004614112e-06,0.0,57
mistral,fp32,32,3.128341219779023e-08,8.120816552350282e-09,0.0,57
mistral,fp16,32,4.408824939294842e-06,1.1054319614678398e-06,0.0,49
mistral,fp32,32,3.223333056023847e-08,1.2738730104729264e-08,0.0,49
mistral,fp16,32,4.241060376275474e-06,1.05872838014609e-06,0.0,69
mistral,fp32,32,2.9495990976069475e-08,4.536794898091223e-09,0.0,69
mistral,fp16,32,4.9365338554707705e-06,1.2340619637146721e-06,0.0,64
mistral,fp32,32,3.2165775907394556e-08,8.034860769778884e-09,0.0,64
mistral,fp16,32,4.484134005083851e-06,1.1254214178912925e-06,0.0,53
mistral,fp32,32,1.7861817108721922e-08,4.9094145328915095e-09,0.0,53
mistral,fp16,32,2.0108631437221387,0.10739743628857479,0.1875,44
mistral,fp32,32,1.5482046388068556e-08,7.360671683276365e-09,0.0,44
mistral,fp16,32,3.731984601684779e-06,9.207864935800725e-07,0.0,72
mistral,fp32,32,3.190344041725801e-08,6.446920775005083e-09,0.0,72
mistral,fp16,32,4.800910475499798e-06,1.1977719200639836e-06,0.0,58
mistral,fp32,32,1.7439862495978453e-08,4.928830031614151e-09,0.0,58
mistral,fp16,32,1.7805366872014616e-06,4.442056618716994e-07,0.0,66
mistral,fp32,32,2.1472970086929e-08,3.720192864268418e-09,0.0,66
mistral,fp16,32,3.229932919013301e-06,8.062326373736717e-07,0.0,46
mistral,fp32,32,3.516163459699184e-08,1.1828373541050707e-08,0.0,46
mistral,fp16,32,2.9359372425707964e-06,7.310346536656964e-07,0.0,51
mistral,fp32,32,2.017891233621616e-08,6.806000273779089e-09,0.0,51
mistral,fp16,32,3.860929826737802e-06,9.653037321630253e-07,0.0,71
mistral,fp32,32,2.188269440867377e-08,8.678943515250115e-09,0.0,71
mistral,fp16,32,5.978925661009882e-06,1.48588972803676e-06,0.0,57
mistral,fp32,32,2.030896383703462e-08,1.0280108124081835e-08,0.0,57
mistral,fp16,32,4.076356853177643e-06,1.0173975948379876e-06,0.0,86
mistral,fp32,32,2.3788092440302222e-08,1.0046280156730814e-08,0.0,86
mistral,fp16,32,5.121462544749322e-06,1.2773022130679879e-06,0.0,106
mistral,fp32,32,2.8796268186376955e-08,9.005035068315737e-09,0.0,106
mistral,fp16,32,9.216840405873818,0.4854921014286091,0.75,89
mistral,fp32,32,1.2506595488404049e-08,9.814817419299265e-09,0.0,89
mistral,fp16,32,4.404923844389397e-06,1.1041515117216072e-06,0.0,68
mistral,fp32,32,2.9666544028653097e-08,7.84860477092775e-09,0.0,68
mistral,fp16,32,6.004049547453372e-06,1.500428253385644e-06,0.0,74
mistral,fp32,32,1.6546995385002816e-08,2.8719231597897077e-09,0.0,74
mistral,fp16,32,3.852305656082411e-06,9.61597444629203e-07,0.0,52
mistral,fp32,32,2.22784936488446e-08,5.1998241042822135e-09,0.0,52
mistral,fp16,32,3.89551752077999e-06,9.808177903192217e-07,0.0,81
mistral,fp32,32,2.7462047281611585e-08,1.6053831309453814e-08,0.0,81
mistral,fp16,32,4.191911068929244e-06,1.0441761778418046e-06,0.0,89
mistral,fp32,32,3.382175587599706e-08,6.959952019228166e-09,0.0,89
mistral,fp16,32,2.834958059638737e-06,7.075719524046731e-07,0.0,75
mistral,fp32,32,2.9367704344751555e-08,6.432147113544229e-09,0.0,75
mistral,fp16,32,4.3922983001820626e-06,1.0905788472848066e-06,0.0,64
mistral,fp32,32,1.5027792149568953e-08,8.201964274423545e-09,0.0,64
mistral,fp16,32,5.160411023164002e-06,1.2983582793751891e-06,0.0,66
mistral,fp32,32,3.063802986471133e-08,1.1166953122398668e-08,0.0,66
mistral,fp16,32,3.894061083808964e-06,9.74100639289377e-07,0.0,43
mistral,fp32,32,3.3111766939430964e-08,9.650136550964916e-09,0.0,43
mistral,fp16,32,0.03958714697401794,0.00571368110095663,0.0625,135
mistral,fp32,32,2.5030259990978937e-08,5.435988572797222e-09,0.0,135
mistral,fp16,32,2.941989335591977e-06,7.396101960877033e-07,0.0,72
mistral,fp32,32,2.3031654379675193e-08,4.535780506395581e-09,0.0,72
mistral,fp16,32,3.458923950594439e-06,8.534029297679879e-07,0.0,53
mistral,fp32,32,2.1782257473429434e-08,4.608620188598089e-09,0.0,53
mistral,fp16,32,4.131743406410315e-06,1.0403242786116706e-06,0.0,86
mistral,fp32,32,2.8654246295167773e-08,4.3755146172941295e-09,0.0,86
mistral,fp16,32,3.358244619722228e-06,8.313525679121136e-07,0.0,80
mistral,fp32,32,2.9090552696982644e-08,4.8291866859562216e-09,0.0,80
mistral,fp16,32,4.672259816318469e-06,1.166062274796792e-06,0.0,49
mistral,fp32,32,2.1705134037645034e-08,8.129034575630936e-09,0.0,49
mistral,fp16,32,4.487088137550277e-06,1.1264344439154694e-06,0.0,59
mistral,fp32,32,1.9333618164751876e-08,4.633059119945465e-09,0.0,59
mistral,fp16,32,5.216444080691218e-06,1.3005321158054972e-06,0.0,70
mistral,fp32,32,3.478445187638825e-08,1.0721675519631546e-08,0.0,70
mistral,fp16,32,3.725764956441502e-06,9.19940351451487e-07,0.0,42
mistral,fp32,32,1.72249085047399e-08,4.980146789748674e-09,0.0,42
mistral,fp16,32,3.342356266977653e-06,8.452137738590437e-07,0.0,59
mistral,fp32,32,2.044862756900301e-08,5.55509737688864e-09,0.0,59
mistral,fp16,32,2.74694216062521e-06,6.870504531825139e-07,0.0,39
mistral,fp32,32,3.519996582716312e-08,9.721596361256246e-09,0.0,39
mistral,fp16,32,3.0526910048678246e-06,7.610110968059303e-07,0.0,76
mistral,fp32,32,1.7345022751413808e-08,5.508734293377393e-09,0.0,76
mistral,fp16,32,4.0309386932779745e-06,9.99462948431118e-07,0.0,42
mistral,fp32,32,3.283461179641109e-08,4.287584350710569e-09,0.0,42
mistral,fp16,32,3.042779752493452e-06,7.57536583795293e-07,0.0,33
mistral,fp32,32,2.3931662887499705e-08,4.918392719141518e-09,0.0,33
mistral,fp16,32,4.9447812922043255e-06,1.2368737093114424e-06,0.0,74
mistral,fp32,32,3.084254233118918e-08,3.480681592436612e-09,0.0,74
mistral,fp16,32,2.2223541895627363e-06,5.520553268134609e-07,0.0,76
mistral,fp32,32,3.084796451092997e-08,4.377688080255387e-09,0.0,76
mistral,fp16,32,7.487084564328228e-06,1.8612067233525487e-06,0.0,93
mistral,fp32,32,3.54849142313908e-08,6.360197374842558e-09,0.0,93
mistral,fp16,32,7.977546742531787,0.4701653830319022,0.75,66
mistral,fp32,32,2.5635340056241393e-08,1.481105215518164e-08,0.0,66
mistral,fp16,32,3.465763913190756e-06,8.696716582157205e-07,0.0,60
mistral,fp32,32,3.182893217740235e-08,7.421044492350419e-09,0.0,60
mistral,fp16,32,3.7396819891344357e-06,9.275357759352953e-07,0.0,54
mistral,fp32,32,2.8483675373197626e-08,6.837365274653395e-09,0.0,54
mistral,fp16,32,3.0016545422562046e-06,7.44694372972754e-07,0.0,75
mistral,fp32,32,1.9867519317207094e-08,5.77817121883914e-09,0.0,75
mistral,fp16,32,2.6477578191075324e-06,6.61104063201523e-07,0.0,78
mistral,fp32,32,1.697195126104667e-08,4.896783363343704e-09,0.0,78
mistral,fp16,32,4.1923877783789365e-06,1.0581506453451184e-06,0.0,45
mistral,fp32,32,2.2246159336533622e-08,1.2545878668628399e-08,0.0,45
mistral,fp16,32,2.5116467723407254e-06,6.253973516921058e-07,0.0,110
mistral,fp32,32,1.7141695584244748e-08,8.873196822700019e-09,0.0,110
mistral,fp16,32,2.6917894530020803e-06,6.632836895004157e-07,0.0,80
mistral,fp32,32,2.0348705511829407e-08,4.77417078093012e-09,0.0,80
mistral,fp16,32,4.16791772672731e-06,1.0331065053992283e-06,0.0,64
mistral,fp32,32,1.9365623865792714e-08,8.96621797771488e-09,0.0,64
mistral,fp16,32,4.177650755110562e-06,1.0387867771799453e-06,0.0,53
mistral,fp32,32,2.9719480242225427e-08,1.355878097297758e-08,0.0,53
mistral,fp16,32,3.008680685923082e-06,7.645300069240857e-07,0.0,54
mistral,fp32,32,2.4209351759396647e-08,5.457200176424209e-09,0.0,54
mistral,fp16,32,1.386203234976513e-06,3.468432596964721e-07,0.0,109
mistral,fp32,32,3.0957311540624755e-08,5.808700968140679e-09,0.0,109
mistral,fp16,32,0.2535211518523946,0.03465663279509718,0.0625,67
mistral,fp32,32,2.7666938789397324e-08,1.3579310283000356e-08,0.0,67
mistral,fp16,32,3.530212571101199e-06,8.924837689855414e-07,0.0,60
mistral,fp32,32,1.6883630412798875e-08,6.2202502805106495e-09,0.0,60
mistral,fp16,32,5.447068871733407e-06,1.3603787337723716e-06,0.0,45
mistral,fp32,32,3.066782638949661e-08,6.174508704564867e-09,0.0,45
mistral,fp16,32,3.766823644564543e-06,9.445367763691315e-07,0.0,71
mistral,fp32,32,2.6792564975918354e-08,7.2272957286542965e-09,0.0,71
mistral,fp16,32,3.0984833737646156e-06,7.635324655863585e-07,0.0,42
mistral,fp32,32,2.8599764068711758e-08,7.746561215410397e-09,0.0,42
mistral,fp16,32,3.7080389115873302e-06,9.372267379958998e-07,0.0,36
mistral,fp32,32,3.374933616601128e-08,6.2419080763473356e-09,0.0,36
mistral,fp16,32,4.021314633839701e-06,1.0054941309844967e-06,0.0,79
mistral,fp32,32,3.402346566636072e-08,6.964395114425481e-09,0.0,79
mistral,fp16,32,3.8024135537439996e-06,9.43546198787365e-07,0.0,66
mistral,fp32,32,2.790428942360708e-08,5.261526213687102e-09,0.0,66
mistral,fp16,32,4.2269988446905216e-06,1.048061122770061e-06,0.0,58
mistral,fp32,32,3.1994460969464456e-08,8.28568612332159e-09,0.0,58
mistral,fp16,32,2.1528894452726988e-06,5.392521436609066e-07,0.0,72
mistral,fp32,32,3.292918803604605e-08,2.2445831478201672e-09,0.0,72
mistral,fp16,32,5.58347410639648e-06,1.3860847976748802e-06,0.0,33
mistral,fp32,32,2.5533452453611362e-08,6.3645912383030216e-09,0.0,33
mistral,fp16,32,4.792629610950172e-06,1.2104490154998815e-06,0.0,86
mistral,fp32,32,1.7313662698811112e-08,9.427905527667826e-09,0.0,86
mistral,fp16,32,4.763987282330184e-06,1.1900402430431445e-06,0.0,72
mistral,fp32,32,3.214901626857891e-08,8.513143377741894e-09,0.0,72
mistral,fp16,32,4.29312891014888e-06,1.0747004064448618e-06,0.0,47
mistral,fp32,32,3.2491014059776724e-08,1.0867767928635086e-08,0.0,47
mistral,fp16,32,4.400129625409255e-06,1.1019805241721525e-06,0.0,42
mistral,fp32,32,2.392079890726562e-08,9.569243235481306e-09,0.0,42
mistral,fp16,32,2.6252892282863094e-06,6.544486207682443e-07,0.0,60
mistral,fp32,32,3.3619374395499335e-08,4.608213567680597e-09,0.0,60
mistral,fp16,32,3.955167840657969e-06,9.878985020167486e-07,0.0,66
mistral,fp32,32,2.702275170795264e-08,1.0786816407541006e-08,0.0,66
mistral,fp16,32,5.969932450722304e-06,1.4975040348863544e-06,0.0,60
mistral,fp32,32,2.660466947185811e-08,9.590941742852071e-09,0.0,60
mistral,fp16,32,4.035135394597766e-06,1.005639548329329e-06,0.0,62
mistral,fp32,32,5.4711143282482055e-08,1.0762627844496109e-08,0.0,62
mistral,fp16,32,7.806130852328064e-06,1.9575658840656485e-06,0.0,29
mistral,fp32,32,1.5969696509632314e-08,5.115965255597654e-09,0.0,29
mistral,fp16,32,4.0749359078717795e-06,1.0197845458082e-06,0.0,49
mistral,fp32,32,2.533137057622939e-08,6.009295378038397e-09,0.0,49
mistral,fp16,32,3.9703941205893045e-06,9.846630274062962e-07,0.0,70
mistral,fp32,32,1.7096868388036257e-08,8.143314450276967e-09,0.0,70
mistral,fp16,32,1.312701166877872e-06,3.2613115369395373e-07,0.0,43
mistral,fp32,32,2.4509325758162448e-08,7.561415308991737e-09,0.0,43
mistral,fp16,32,6.296134347216764e-06,1.5736320884418564e-06,0.0,125
mistral,fp32,32,3.4030676352198746e-08,6.540145379873208e-09,0.0,125
mistral,fp16,32,4.336485037337301e-06,1.0804502976746733e-06,0.0,39
mistral,fp32,32,2.763832457688964e-08,6.13063259533031e-09,0.0,39
mistral,fp16,32,1.8326232178456081e-06,4.5483904267951125e-07,0.0,61
mistral,fp32,32,1.8459230212083955e-08,4.133330850329686e-09,0.0,61
mistral,fp16,32,3.4148016448409813e-06,8.516504570003913e-07,0.0,47
mistral,fp32,32,1.6930451790519996e-08,8.88191802397853e-09,0.0,47
mistral,fp16,32,2.4398143603221456e-06,6.14600873805049e-07,0.0,66
mistral,fp32,32,2.4080228286198213e-08,1.0619584572824081e-08,0.0,66
mistral,fp16,32,5.454953121541983e-06,1.3624323244587622e-06,0.0,67
mistral,fp32,32,3.433020214285709e-08,1.177067479704759e-08,0.0,67
mistral,fp16,32,5.005165673366285e-06,1.253816886745418e-06,0.0,73
mistral,fp32,32,3.989442369772139e-08,6.900237191961173e-09,0.0,73
mistral,fp16,32,7.294424224091323e-06,1.829096734913549e-06,0.0,47
mistral,fp32,32,3.5476451240720134e-08,1.0147602774561448e-08,0.0,47
mistral,fp16,32,2.405689542017697e-06,5.98080837715953e-07,0.0,36
mistral,fp32,32,2.851569886469507e-08,7.118030129291825e-09,0.0,36
mistral,fp16,32,4.680557936564966e-06,1.167756306028056e-06,0.0,64
mistral,fp32,32,3.5795877442734714e-08,7.646070200812219e-09,0.0,64
mistral,fp16,32,2.8086961384454767e-06,7.074044033605897e-07,0.0,45
mistral,fp32,32,3.3312303928355325e-08,1.2463805991631827e-08,0.0,45
mistral,fp16,32,4.375140881807127e-06,1.0977912241472154e-06,0.0,50
mistral,fp32,32,3.080366283575442e-08,3.927462735239806e-09,0.0,50
mistral,fp16,32,5.221450576575748e-06,1.307753280541113e-06,0.0,65
mistral,fp32,32,3.013529182790964e-08,6.650430041735267e-09,0.0,65
mistral,fp16,32,2.7001042040009082e-06,6.767493038878358e-07,0.0,37
mistral,fp32,32,1.3687001441942126e-08,5.587616164030862e-09,0.0,37
mistral,fp16,32,1.7405299159722887e-06,4.265650765805651e-07,0.0,59
mistral,fp32,32,2.4218015811511284e-08,1.8054935298564279e-09,0.0,59
mistral,fp16,32,6.242205777107213e-06,1.561942628583446e-06,0.0,80
mistral,fp32,32,4.091333893896376e-08,6.4983012440576575e-09,0.0,80
mistral,fp16,32,4.567542474243069e-06,1.1382323385211723e-06,0.0,49
mistral,fp32,32,2.0305179382080346e-08,3.5295156580392173e-09,0.0,49
mistral,fp16,32,3.0532472891017792e-06,7.587307218216016e-07,0.0,69
mistral,fp32,32,2.9619366959110494e-08,6.886825040363503e-09,0.0,69
mistral,fp16,32,3.356052895142625e-06,8.347405915515305e-07,0.0,113
mistral,fp32,32,2.1773342656628003e-08,1.1574041008585723e-08,0.0,113
mistral,fp16,32,2.8972850972808217e-06,7.18408280239724e-07,0.0,46
mistral,fp32,32,2.9600490223866127e-08,4.943965748512719e-09,0.0,46
mistral,fp16,32,3.1856754501013995e-06,7.936798701035919e-07,0.0,44
mistral,fp32,32,2.2832173693365654e-08,1.1203400480334219e-08,0.0,44
mistral,fp16,32,4.4406004411912114e-06,1.1114069153467243e-06,0.0,28
